mr,eps,pe_psia,isp_amb_s,isp_vac_s,mode,cstar_m_s,t_chamber_k,chamber_mw,chamber_gamma,cf_cea,cf_amb,cf_mode,case,ox,fuel,pc_psia,pamb_psia,chemistry
0.8,2.247228831940103,14.69965632879568,207.2287758947735,243.1762772091439,Pexit = 14.7037,1600.7199383683626,2489.8250869916883,19.175544468486198,1.1967344406628915,1.2695662195761268,1.2695643750236947,Pexit = 14.7037,GOX_Methanol,GOX,CH3OH,150.0,14.7,equilibrium
0.8500000000000001,2.2642892003686574,14.699717317597448,210.77335722159378,247.60014433587116,Pexit = 14.7037,1627.5183001294638,2619.3982107931424,19.665420653042222,1.1832348616382302,1.2700194481416962,1.2700179309732091,Pexit = 14.7037,GOX_Methanol,GOX,CH3OH,150.0,14.7,equilibrium
0.9000000000000001,2.2843366585743463,14.699748360939873,213.78695287905987,251.4500111015841,Pexit = 14.7037,1649.8688263560857,2732.886477228898,20.131535354906536,1.1695984341606878,1.270727013122253,1.2707256624970273,Pexit = 14.7037,GOX_Methanol,GOX,CH3OH,150.0,14.7,equilibrium
0.9500000000000002,2.3081401618653534,14.699744112358912,216.2849482843326,254.75156223538963,Pexit = 14.7037,1667.6915396980214,2828.9188129884,20.568688299544373,1.1567033556705806,1.2718358439376136,1.271834470935424,Pexit = 14.7037,GOX_Methanol,GOX,CH3OH,150.0,14.7,equilibrium
1.0000000000000002,2.3362141796607716,14.699648920944071,218.2718413537555,257.5139571965757,Pexit = 14.7036,1680.8683681359344,2907.1017934833526,20.973189439009136,1.1454389223214483,1.2734581264673455,1.2734562462867693,Pexit = 14.7036,GOX_Methanol,GOX,CH3OH,150.0,14.7,equilibrium
1.0500000000000003,2.3682955663074687,14.699389834481376,219.7478342530199,259.73140102906376,Pexit = 14.7034,1689.4275641915497,2968.37006835652,21.34387010790859,1.1364128968870284,1.2755754591834843,1.2755722069331026,Pexit = 14.7034,GOX_Methanol,GOX,CH3OH,150.0,14.7,equilibrium
1.1000000000000003,2.402658626735756,14.699996061230802,220.71710658504978,261.384607195339,Pexit = 14.704,1693.7501876135243,3014.8651753925683,21.682352801472998,1.1297191635945492,1.277928826005143,1.2779288011349814,Pexit = 14.704,GOX_Methanol,GOX,CH3OH,150.0,14.7,equilibrium
1.1500000000000004,2.435801285498164,14.700001990302768,221.20783119322795,262.4564753619775,Pexit = 14.704,1694.5787931069758,3049.320287585186,21.99219163971804,1.1250213640863684,1.280143775136222,1.2801437812860808,Pexit = 14.704,GOX_Methanol,GOX,CH3OH,150.0,14.7,equilibrium
1.2000000000000004,2.463492912615531,14.69999868679044,221.27617390852177,262.9497537262166,Pexit = 14.704,1692.791368269032,3074.4016278257814,22.27758746402994,1.1218255888656048,1.281891422099907,1.281891411220713,Pexit = 14.704,GOX_Methanol,GOX,CH3OH,150.0,14.7,equilibrium
1.2500000000000004,2.4833379817654797,14.699999256989413,221.00964472481974,262.9291113892368,Pexit = 14.704,1689.1719539530775,3092.346199336725,22.542476544921918,1.1196825314405572,1.2830907888585135,1.2830907809153203,Pexit = 14.704,GOX_Methanol,GOX,CH3OH,150.0,14.7,equilibrium
