thrust_N,pc_psia,of_ratio,isp_sl_s,mdot_total_kg_s,mdot_ox_kg_s,mdot_fuel_kg_s,ox_mass_fraction,throat_diameter_mm,throat_area_m2,rho_ipa_kg_m3,rho_n2o_warm_kg_m3,rho_n2o_cool_kg_m3,vol_flow_ox_warm_L_s,vol_flow_fuel_L_s,vol_ratio_ox_to_fuel_warm
200.0,150.0,5.099999999999991,207.00042280953232,0.0985231043625646,0.08237177577853759,0.01615132858402701,0.8360655737704915,13.889291308612886,0.0001515130549103,786.0,750.0,900.0,0.10982903437138346,0.020548764101815532,5.344799999999989
400.0,150.0,5.099999999999991,207.00042280953232,0.1970462087251292,0.16474355155707518,0.03230265716805402,0.8360655737704915,19.6424241403911,0.0003030261098206,786.0,750.0,900.0,0.21965806874276692,0.041097528203631065,5.344799999999989
