mr,eps,pe_psia,isp_amb_s,isp_vac_s,mode,cstar_m_s,t_chamber_k,chamber_mw,chamber_gamma,cf_cea,cf_amb,cf_mode,case,ox,fuel,pc_psia,pamb_psia,chemistry
0.8,2.6927912031768737,14.700001694971222,191.47582572974306,219.9729330204785,Pexit = 14.704,1411.9872615670733,1638.053581846042,15.454871818049051,1.2855034281350088,1.3298516280511383,1.3298516379435243,Pexit = 14.704,GOX_IPA,GOX,Isopropanol,200.0,14.7,equilibrium
0.8500000000000001,2.601714593601469,14.699889489171168,197.7513902780749,226.3045720516084,Pexit = 14.7039,1464.2914892108988,1802.6603314056658,15.882060243056054,1.2763345825537409,1.3243786669769264,1.3243782122881664,Pexit = 14.7039,GOX_IPA,GOX,Isopropanol,200.0,14.7,equilibrium
0.9000000000000001,2.576879319177009,14.699818660732072,203.90342053395767,233.07957165234333,Pexit = 14.7038,1510.65955070607,1960.71172687586,16.309785709071306,1.2667612873949745,1.3236653387089277,1.3236645280361894,Pexit = 14.7038,GOX_IPA,GOX,Isopropanol,200.0,14.7,equilibrium
0.9500000000000002,2.5858793343387605,14.699760229204625,209.49436559650607,239.56724752157845,Pexit = 14.7038,1551.6703973880626,2111.8218974197985,16.73579953467237,1.2567432950102713,1.3240160520235067,1.3240149604700906,Pexit = 14.7038,GOX_IPA,GOX,Isopropanol,200.0,14.7,equilibrium
1.0000000000000002,2.6001981301834807,14.69973625430909,214.4841596725363,245.43234461139662,Pexit = 14.7037,1588.0399469233494,2255.485029698503,17.158356827501127,1.2460486746604882,1.324506872702464,1.324505667607516,Pexit = 14.7037,GOX_IPA,GOX,Isopropanol,200.0,14.7,equilibrium
1.0500000000000003,2.616311119194556,14.699718287639584,218.93208160654478,250.70487824144493,Pexit = 14.7037,1620.31233111569,2390.9770077535245,17.575362716521163,1.2346368362292253,1.3250464777989415,1.3250451883024768,Pexit = 14.7037,GOX_IPA,GOX,Isopropanol,200.0,14.7,equilibrium
1.1000000000000003,2.633998073036895,14.699699453833455,222.89245796287298,255.44372689946013,Pexit = 14.7037,1648.8651970822605,2517.497615823623,17.984494531229064,1.2227080052529666,1.3256555472615505,1.325654169874617,Pexit = 14.7037,GOX_IPA,GOX,Isopropanol,200.0,14.7,equilibrium
1.1500000000000004,2.653453855601619,14.699682680482358,226.40851661547447,259.6989760709694,Pexit = 14.7037,1673.9440215205677,2634.3430204089013,18.383484886910374,1.2106277383830832,1.3263933184088985,1.3263918626169042,Pexit = 14.7037,GOX_IPA,GOX,Isopropanol,200.0,14.7,equilibrium
1.2000000000000004,2.674978477209371,14.699688175755767,229.5145140751587,263.5113928646249,Pexit = 14.7037,1695.7094320668546,2741.0263302390867,18.770366618762132,1.1987972568301213,1.3273309084387457,1.3273294764286059,Pexit = 14.7037,GOX_IPA,GOX,Isopropanol,200.0,14.7,equilibrium
1.2500000000000004,2.6988494182673457,14.699716880487381,232.23792176865334,266.9139595876357,Pexit = 14.7037,1714.286855464777,2837.311374559002,19.14358338925476,1.187548371212997,1.328526087785006,1.3285247863455467,Pexit = 14.7037,GOX_IPA,GOX,Isopropanol,200.0,14.7,equilibrium
