baseline_archetype,thrust_N,pc_psia,target_dp_frac_pc,target_dp_psia,mdot_fuel_kg_s,mdot_ox_kg_s,fuel_model,ox_model,fuel_total_area_mm2,ox_total_area_mm2,fuel_n_orifices,ox_n_orifices,fuel_n_like_doublet_pairs,ox_n_like_doublet_pairs,fuel_orifice_diameter_mm,ox_orifice_diameter_mm,impingement_angle_deg,L_over_d_target,cd_fuel_planning,cd_ox_planning,status
like_doublet,200.0,150.0,0.2,30.0,0.01615132858402701,0.08237177577853759,SPI,Dyer_NHNE_k1,1.2795693327743354,10.658486779188214,4,12,2,6,0.6382002575051718,1.063438089966507,60.0,3.0,0.7,0.65,preliminary_pending_cold_flow
